1004

hql	jpql	1
('hql', 'more', 'jpql', '', '16886935', 'because hql is more or less superset of jpql it of course works also in hql\n')
('swing', 'much more powerful', 'awt', 'usability', '19736083', 'use a swing gui not an awt gui since swing is much more powerful and flexible than awt\n')
('swing', 'less memory', 'awt', 'memory', '416947', 'i mean by light weight i thought maybe the swing components occupy less memory than the awt components\n')
('swing', 'far better', 'awt', '', '21215282', 'swing is far better then awt and should be educated to people who is writing gui-based java for the first time\n')
('swing', 'more time', 'awt', 'performance', '13889116', 'swing will save your more time than awt as all the code of components of swing are purely written in java whereas of awt code of components are written in native language that is other than java thus compilation time of awt is more than swing\n')
('awt', 'faster', 'swing', 'performance', '12145525', 'its was said that awt is faster than swing as it uses the platform component but due the arrival of faster processor etc ..\n')
('swing', 'more onerous', 'awt', '', '12426434', 'use swing follow the threading rules which are hardly likely to be more onerous than awt and enjoy\n')
('swing', 'more', 'awt', '', '2377467', 'in swing has more features than the awt components\n')
('awt', 'more useful', 'swing', 'usability', '1090158', 'as far as when awt may be more useful than swing -\n')
('swing', 'much better performance', 'awt', 'performance', '16289744', 'consider using swing which has much better performance over the old heavyweight awt\n')
('swing', 'much better', 'awt', '', '16289744', 'consider using swing which has much better performance over the old heavyweight awt\n')

altitude	satellite	2
('altitude', 'more', 'satellite', '', '23617594', 'vertical position altitude needs one more satellite in view at least 4 so is not always reliable if gps sees only 3 satelites\n')
('altitude', 'error much greater', 'satellite', 'reliability', '7618704', 'quote from the third link - the altitude error is much greater because it is a satellite based system\n')

scite	notepad++	1
('scite', 'more lightweight', 'notepad++', 'memory', '1838114', 'by the way if you like minimalistic approach there is also scite editor which is my personal preference for doing small bits of code it s even more lightweight than notepad++\n')

twig	smarty	3
('twig', 'better', 'smarty', '', '2894515', 'if your in the market for a templating engine twig a new templating engine used by symfony is much better than smarty imho\n')
('twig', 'better', 'smarty', '', '5769381', 'if you use twig which i like better than smarty - although i still prefer self-restraint+plain php most ide s that support django templating should work with it since the syntax is nearly the same\n')
('smarty', 'cleaner', 'twig', '', '25748940', 'either way i intend to use smarty partly because i have lots of experience with it and partly because its much more well documented and has much more functionality than blade and to me the syntax is slightly cleaner than twig although the template engine is not the point of this question really\n')

qtreeview	qcheckbox	1
('qtreeview', 'more column', 'qcheckbox', '', '20013717', 'i need show files from qfilesystemmodel in qtreeview and customize that tree to show one more column with qcheckbox so user can pick 0..n files from that qtreeview\n')

gridview	datalist	2
('gridview', 'much more bells', 'datalist', '', '756327', 'gridview has much more bells and whistles than datalist\n')
('gridview', 'much more', 'datalist', '', '756327', 'gridview has much more bells and whistles than datalist\n')

trackpad	mouse	1
('trackpad', 'higher', 'mouse', '', '13442793', 'unfortunately the trackpad s scrolling deltas are orders of magnitude higher than a mouse s so the scroll speed is psychotically high\n')

webrick	unicorn	3
('webrick', 'faster', 'unicorn', 'performance', '17107729', 'my personal experience is that webrick is faster in my development environment than unicorn and thin os x in a pretty big rails app lots of gems routes etc\n')
('unicorn', 'faster', 'webrick', 'performance', '22414367', 'i ve also found unicorn to be faster than webrick especially in production applications and apps running on heroku\n')
('unicorn', 'faster', 'webrick', 'performance', '22414422', 'unicorn is supposed to be faster than webrick\n')

landscape	portrait	17
('portrait', 'mode choppier', 'landscape', 'usability', '11651304', 'if you switch between portrait and landscape when viewing this on an ipad3 you ll need to refresh the browser window between switches you can see that portrait mode is choppier than landscape\n')
('portrait', 'more rows', 'landscape', '', '15130794', 'portrait mode can display more rows than in landscape mode\n')
('landscape', 'view less vertical', 'portrait', '', '2952593', 'or the tableview is covering it up because the landscape view has less vertical room than the portrait view\n')
('portrait', 'lower right', 'landscape', '', '3222095', 'without more detail it s hard to say why your approach doesn t work but my guess is that you are seeing the sprite positioning you describe as a result of the fact that if you don t change orientation the lower left in portrait is the lower right in landscape when rotated left it s the same point in gl space 0 0\n')
('landscape', 'wider', 'portrait', '', '19877662', 'as long as landscape means wider than taller and portrait viceversa it means to read the image into memory and check width and height\n')
('portrait', 'lower', 'landscape', '', '3222095', 'without more detail it s hard to say why your approach doesn t work but my guess is that you are seeing the sprite positioning you describe as a result of the fact that if you don t change orientation the lower left in portrait is the lower right in landscape when rotated left it s the same point in gl space 0 0\n')
('landscape', 'bigger', 'portrait', 'memory', '25076470', 'my problem with this is that the calculation works fine in the portrait mode but as soon as i switch to landscape mode the distance between bottom and button is bigger than in portrait mode\n')
('portrait', 'mode less', 'landscape', 'usability', '15405098', 'now my doubt is when i rotate it to portrait mode from landscape mode since the width of the textblocks present inside the itemtemplate of listbox is already defined when i rotate the it to portrait i am not able to see all the data present it cuts off since the width of the portrait mode is less when compared to landscape mode\n')
('landscape', 'smaller', 'portrait', 'memory', '7752076', 'because in landscape your height is smaller than in portrait you need to have a value smaller than 1.0\n')
('portrait', 'mode greater', 'landscape', 'usability', '19364430', 'the amount of spacing to the right of the uiview when in portrait mode is greater than i want for landscape mode and the distance from the bottom is less than i want for landscape mode\n')
('landscape', 'higher', 'portrait', '', '18352012', 'you may try to listen to uideviceorientationdidchangenotification within your subclass cell to rotate the webview and within your view controller with the table view and run a -reloaddata on your table view in order to properly resize the cells assuming the landscape webview is way higher than the portrait webview\n')
('portrait', 'orientation better', 'landscape', '', '22694615', 'currently i m using only the portrait orientation for all devices but the portrait orientation looks better on phones meanwhile landscape orientation looks better on tablets\n')
('portrait', 'choppier', 'landscape', '', '11651304', 'if you switch between portrait and landscape when viewing this on an ipad3 you ll need to refresh the browser window between switches you can see that portrait mode is choppier than landscape\n')
('landscape', 'narrower', 'portrait', '', '25353972', 'as you can see the bottom two photos landscape so have been rotated are narrower than the portrait ones at the top\n')
('landscape', 'webview way higher', 'portrait', '', '18352012', 'you may try to listen to uideviceorientationdidchangenotification within your subclass cell to rotate the webview and within your view controller with the table view and run a -reloaddata on your table view in order to properly resize the cells assuming the landscape webview is way higher than the portrait webview\n')
('landscape', 'view less', 'portrait', '', '2952593', 'or the tableview is covering it up because the landscape view has less vertical room than the portrait view\n')
('portrait', 'smaller', 'landscape', 'memory', '13646497', 'obviously i want in portrait view the content area of this iframe to be smaller than in landscape\n')

junit	cactus	1
('junit', 'older', 'cactus', '', '7558548', 'junit is older and have more extensions dbunit cactus etc\n')

wxpython	pyqt	1
('wxpython', 'less portable', 'pyqt', 'usability', '3787488', 'two words of warning against wxpython it is not possible to install it via the popular fink package manager on mac os x currently which makes it far less portable than pyqt and tkinter\n')

unicorn	thin	4
('unicorn', 'faster', 'thin', 'performance', '8022554', 'i m running unicorn which is about 40 faster than thin on celadon cedar\n')
('unicorn', 'better', 'thin', '', '21745505', 'jruby support - unicorn s a better choice than thin but it doesn t support jruby\n')
('unicorn', 'better performance', 'thin', 'performance', '15755155', 'in production it is much better to use a more sophisticated server like phusion passenger or unicorn since they have better performance than thin mongrel or webrick\n')
('unicorn', 'better choice', 'thin', '', '21745505', 'jruby support - unicorn s a better choice than thin but it doesn t support jruby\n')

factors	mean	3
('factors', 'smaller', 'mean', 'memory', '21847850', 'if the factors is smaller than the golden mean 1.6 and the previous allocations are contiguous with each other they ll eventually add up to a chunk that can satisfy a later requirement\n')
('factors', 'larger', 'mean', 'memory', '21847850', 'if the factors is larger than the golden mean they never will\n')
('factors', 'larger', 'mean', 'memory', '10197144', 'if your growth factors is larger than the golden mean that can t happen\n')

division	subtraction	18
('subtraction', 'considerably slower', 'division', 'performance', '3704402', 'this platform is probably not representative of your microcontroller but the test shows that on this platform the subtraction is considerably slower than the division\n')
('division', 'slower', 'subtraction', 'performance', '21475774', 'i am a bit suspicious of the performance because modulo tends to use division which is slower than your subtraction operations\n')
('division', 'trickier', 'subtraction', '', '1218185', 'subtraction is similar using subtraction of the base type and borrow instead of carry multiplication can be done with repeated additions very slow or cross-products faster and division is trickier but can be done by shifting and subtraction of the numbers involved the long division you would have learned as a kid\n')
('division', 'higher', 'subtraction', '', '6851760', 'in this case division has higher precedence than subtraction parenthesis around the division or not\n')
('division', 'higher precedence', 'subtraction', '', '6851760', 'in this case division has higher precedence than subtraction parenthesis around the division or not\n')
('division', 'higher precedence', 'subtraction', '', '7851837', 'that s because the division operator has a higher precedence than the subtraction operator -\n')
('division', 'higher', 'subtraction', '', '14438062', 'without parentheses math.exp c b is executed first as division has higher precedence than subtraction -\n')
('division', 'operator higher precedence', 'subtraction', '', '3423368', 'because the division operator has higher precedence than subtraction\n')
('division', 'operator higher', 'subtraction', '', '3423368', 'because the division operator has higher precedence than subtraction\n')
('division', 'higher precedence', 'subtraction', '', '14438062', 'without parentheses math.exp c b is executed first as division has higher precedence than subtraction -\n')
('division', 'operator higher', 'subtraction', '', '7851837', 'that s because the division operator has a higher precedence than the subtraction operator -\n')
('division', 'higher', 'subtraction', '', '13190071', 'division has higher precedence than subtraction so in the first two examples only the second number is being divided\n')
('division', 'greater precedence', 'subtraction', '', '19693646', 'i don t think they have a natural precedence unlike say multiplication and division being of greater precedence than subtraction and addition because they can be built from subtraction and addition\n')
('division', 'operation tighter', 'subtraction', '', '20687808', 'the division operation binds tighter than i.e is evaluated ahead of the subtraction so you are taking a square root of a negative number\n')
('division', 'higher precedence', 'subtraction', '', '13190071', 'division has higher precedence than subtraction so in the first two examples only the second number is being divided\n')
('subtraction', 'slower', 'division', 'performance', '3704402', 'this platform is probably not representative of your microcontroller but the test shows that on this platform the subtraction is considerably slower than the division\n')
('division', 'operator higher precedence', 'subtraction', '', '7851837', 'that s because the division operator has a higher precedence than the subtraction operator -\n')
('division', 'higher precedence', 'subtraction', '', '3423368', 'because the division operator has higher precedence than subtraction\n')

xfce	gnome	5
('xfce', 'slightly lighter', 'gnome', 'memory', '5343779', 'you might want to look at one of these options if you re running in a vm since xfce is slightly lighter weight than gnome although not all that much lighter these days\n')
('xfce', 'much smaller', 'gnome', 'memory', '1105831', 'xfce runs much smaller than gnome and is full featured\n')
('xfce', 'smaller', 'gnome', 'memory', '1105831', 'xfce runs much smaller than gnome and is full featured\n')
('xfce', 'lighter weight', 'gnome', 'memory', '5343779', 'you might want to look at one of these options if you re running in a vm since xfce is slightly lighter weight than gnome although not all that much lighter these days\n')
('xfce', 'slightly lighter weight', 'gnome', 'memory', '5343779', 'you might want to look at one of these options if you re running in a vm since xfce is slightly lighter weight than gnome although not all that much lighter these days\n')

jscript	vbscript	8
('jscript', 'simpler', 'vbscript', 'usability', '23531981', 'the inclusion of jscript code into a batch file is simpler than vbscript and the translation of a small code segment from vbs to jscript is not problematic\n')
('jscript', 'simpler nicer', 'vbscript', 'usability', '1910089', 'asp with jscript is 100 times better cleaner simpler nicer than vbscript and makes my job a joy rather than a vbscript head ache\n')
('jscript', 'infinitely more elegant', 'vbscript', 'usability', '495528', 'when writing code in jscript as i am wont to do as i have never been a fan of asp.net and jscript is infinitely more elegant than vbscript you can call upon the arguments collection\n')
('jscript', 'more elegant', 'vbscript', 'usability', '495528', 'when writing code in jscript as i am wont to do as i have never been a fan of asp.net and jscript is infinitely more elegant than vbscript you can call upon the arguments collection\n')
('jscript', 'nicer', 'vbscript', '', '1910089', 'asp with jscript is 100 times better cleaner simpler nicer than vbscript and makes my job a joy rather than a vbscript head ache\n')
('jscript', 'infinitely more', 'vbscript', '', '495528', 'when writing code in jscript as i am wont to do as i have never been a fan of asp.net and jscript is infinitely more elegant than vbscript you can call upon the arguments collection\n')
('jscript', 'more', 'vbscript', '', '22345923', 'on contrary jscript is more c-like do not require explicit enabling of script running accepts relative paths case sensitive and loosely typed both are imho advantages for scripting language compared to vbscript\n')
('jscript', 'more c-like', 'vbscript', '', '22345923', 'on contrary jscript is more c-like do not require explicit enabling of script running accepts relative paths case sensitive and loosely typed both are imho advantages for scripting language compared to vbscript\n')

strtol	atoi	12
('strtol', 'better error', 'atoi', 'reliability', '10380364', 'use strtol it does better error reporting than atoi\n')
('strtol', 'better option', 'atoi', 'usability', '13328049', 'besides strtol is a better option than atoi as strtol can handle failures better\n')
('strtol', 'much more', 'atoi', '', '4631310', 'i understand that strtol and strtof are preferred to atoi atof since the former detect errors and also strtol is much more flexible than atoi when it comes to non-base-10\n')
('strtol', 'better', 'atoi', '', '13328049', 'besides strtol is a better option than atoi as strtol can handle failures better\n')
('strtol', 'better', 'atoi', '', '12420547', 'strtol is better than atoi with better error handling\n')
('strtol', 'much more flexible', 'atoi', 'usability', '4631310', 'i understand that strtol and strtof are preferred to atoi atof since the former detect errors and also strtol is much more flexible than atoi when it comes to non-base-10\n')
('strtol', 'more flexible', 'atoi', 'usability', '4631310', 'i understand that strtol and strtof are preferred to atoi atof since the former detect errors and also strtol is much more flexible than atoi when it comes to non-base-10\n')
('strtol', 'better', 'atoi', '', '10380364', 'use strtol it does better error reporting than atoi\n')
('strtol', 'better', 'atoi', '', '2461383', 'all have more or less cumbersome and non-obvious error checking involving errno strtol is way much better than atoi in any case so avoid using atoi\n')
('strtol', 'better error', 'atoi', 'reliability', '2428697', 'i would recommend strtol which provides better error handling than atoi or sscanf\n')
('strtol', 'much better', 'atoi', '', '2238063', 'the c function strtol is much better make it a habit to prefer that one to atoi\n')
('strtol', 'better', 'atoi', '', '2428697', 'i would recommend strtol which provides better error handling than atoi or sscanf\n')

background-color	background-image	1
('background-color', 'rgba faster', 'background-image', 'performance', '25296557', 'a lot of answers comments are mentioning that the background-color rgba is faster and more efficient but that background-image is more compatibility friendly\n')

dawg	trie	6
('dawg', 'more efficient', 'trie', 'performance', '7638114', 'use a dawg which is more efficient than a trie in terms of space waste\n')
('dawg', 'more', 'trie', '', '681760', 'it is a structure similar to but twice as space-efficient as the dawg that is more efficient than the trie which only compresses prefixes\n')
('dawg', 'better', 'trie', '', '8329927', 'a dawg has better memory performance if the strings have many common suffixes but they are more expensive and difficult to build and update so start with a trie\n')
('dawg', 'more efficient', 'trie', 'performance', '681760', 'it is a structure similar to but twice as space-efficient as the dawg that is more efficient than the trie which only compresses prefixes\n')
('dawg', 'better memory', 'trie', 'memory', '8329927', 'a dawg has better memory performance if the strings have many common suffixes but they are more expensive and difficult to build and update so start with a trie\n')
('dawg', 'more', 'trie', '', '7638114', 'use a dawg which is more efficient than a trie in terms of space waste\n')

memcached	apc	26
('apc', 'faster', 'memcached', 'performance', '11584538', 'as you know apc is much more faster than memcached if we re fetching keys from a single server\n')
('memcached', 'faster', 'apc', 'performance', '7465290', 'memcached is faster than apc as zend_cache backend but you still need apc extension installed even in development mode to get a great speedup of your code\n')
('apc', 'much more faster', 'memcached', 'performance', '11584538', 'as you know apc is much more faster than memcached if we re fetching keys from a single server\n')
('apc', 'more functionality', 'memcached', 'usability', '10135428', 'apc gives you some more functionality than memcached\n')
('apc', 'much more', 'memcached', '', '11584538', 'as you know apc is much more faster than memcached if we re fetching keys from a single server\n')
('apc', 'less feature', 'memcached', 'usability', '1825484', 'apc have less feature than memcached and is easly to use and optimize but this depends on your needs\n')
('memcached', 'slower', 'apc', 'performance', '17295791', 'memcached is in-memory too and a bit slower than apc\n')
('memcached', 'slower', 'apc', 'performance', '1808814', 'memcached around 4-5 times slower than apc but run as a single process that can be touched everywhere in my environment\n')
('apc', 'much faster', 'memcached', 'performance', '18910135', 'please don t mention memcached i am already using it but it is not suitable as direct replacement of apc because i am doing many apc_fetch calls because apc is much faster than memcached for this purpose\n')
('memcached', 'more overhead', 'apc', 'performance', '1935264', 'memcached has more overhead since you have to use a tcp connection to access it versus just a function call for apc xcache shared objects\n')
('apc', 'faster', 'memcached', 'performance', '22253724', 'better use apc on apache server it will be much faster than memcached because you don t need to make a tcp ip call to connect to memcached\n')
('apc', 'faster', 'memcached', 'performance', '1825484', 'my experience say that apc is nearly 7-8 times faster than memcached\n')
('apc', 'generally less memory', 'memcached', 'memory', '10858440', 'the big caveat here is that apc generally has less memory available for storage though. default being 32mb memcached s big adavantage is that while still fast it s distributed so if you have multiple servers running they could share this data\n')
('memcached', 'more functionality', 'apc', 'usability', '1803139', 'memcached has more functionality but is intended for distributed environments while apc works on single servers only\n')
('memcached', 'more', 'apc', '', '1935264', 'memcached has more overhead since you have to use a tcp connection to access it versus just a function call for apc xcache shared objects\n')
('apc', 'faster', 'memcached', 'performance', '18910135', 'please don t mention memcached i am already using it but it is not suitable as direct replacement of apc because i am doing many apc_fetch calls because apc is much faster than memcached for this purpose\n')
('apc', 'faster', 'memcached', 'performance', '2353190', 'apc access is a bit faster something like 5 times faster than memcached if i remember correctly as it s only local -- no network involved\n')
('memcached', 'more', 'apc', '', '15117742', 'memcached is more for caching database queries and improving performance in that regard while apc is more for improving performance of php code\n')
('apc', 'faster', 'memcached', 'performance', '13751524', 'it s slower than apc but it s faster than memcached redis etc\n')
('apc', 'faster', 'memcached', 'performance', '1825484', 'a quick googling says that apc is 5 times faster than memcached\n')
('apc', 'generally less', 'memcached', '', '10858440', 'the big caveat here is that apc generally has less memory available for storage though. default being 32mb memcached s big adavantage is that while still fast it s distributed so if you have multiple servers running they could share this data\n')
('apc', 'more', 'memcached', '', '4999069', 'apc is more an opcode caching system than a key value memory database like memcached altough it can be greatly used for both purposes\n')
('apc', 'faster', 'memcached', 'performance', '9884780', 'in my case apc is 59 times faster than memcached\n')
('apc', 'faster', 'memcached', 'performance', '17118318', 'apc is faster on a single server - but memcached is distributed\n')
('memcached', 'more', 'apc', '', '1803139', 'memcached has more functionality but is intended for distributed environments while apc works on single servers only\n')
('memcached', 'more', 'apc', '', '1935264', 'memcached is more along the lines of a distributed object cache vs something like apc or xcache which stores php bytecode in memory so you avoid having to parse it each time\n')

linefeed	delimiter	1
('linefeed', 'longer string', 'delimiter', '', '8644931', 'i ve taken the example of two linefeed here but the same is true for any character string i could subvert the problem by maybe taking a longer string as the delimiter but that would have two undersirable effects\n')

http	spdy	5
('spdy', 'more', 'http', '', '19428874', 'spdy is a more efficient protocol than http\n')
('http', 'more', 'spdy', '', '8830628', 'anything that you do with http is more or less equivalent with spdy and neither is really anything but an implementation detail of your soa work\n')
('spdy', 'more efficient protocol', 'http', 'performance', '19428874', 'spdy is a more efficient protocol than http\n')
('spdy', 'more efficient', 'http', 'performance', '19428874', 'spdy is a more efficient protocol than http\n')
('http', 'less equivalent', 'spdy', '', '8830628', 'anything that you do with http is more or less equivalent with spdy and neither is really anything but an implementation detail of your soa work\n')

onclick	onmouseup	1
('onclick', 'more appropriate', 'onmouseup', '', '9850188', 'note also that onclick would be much more appropriate than onmouseup for this\n')

chars	int	286
('int', 'larger', 'chars', 'memory', '3901071', 'on some platforms an int might be no larger than a chars\n')
('int', 'larger range', 'chars', 'memory', '5095500', 'a narrowing conversion like int to chars if int has a larger range than chars yields some implementation-defined conversion\n')
('chars', 'faster collections.default', 'int', 'performance', '2532564', 'i ve written chars counter c extension to python looks like 300x faster than collections.counter and 150x faster than collections.default int\n')
('int', 'faster', 'chars', 'performance', '9454016', 'the damerau-levenshtein algorithm includes many comparisons and int compare much faster than chars\n')
('int', 'often faster', 'chars', 'performance', '966107', 'far better to use a surrogate key and yes a join on an int is often faster and you can join in delete staments in many databases not use the slower subquery especially since names tend to be longer than a few chars\n')
('int', 'usually wider', 'chars', '', '10149986', 'the type int is an int which is usually wider and so can keep all the possible values a chars can keep\n')
('chars', 'array lower memory', 'int', 'memory', '13667202', 'the chars array has a lower memory address than the int i variable\n')
('int', 'certainly larger', 'chars', 'memory', '17644927', 'the size of an int is certainly larger than the size of a chars\n')
('chars', 'less space', 'int', 'memory', '25025425', 'if all your int are small it might make sense to store all 5 values in a more appropriate type a chars which will use less space than an int\n')
('int', 'faster', 'chars', 'performance', '3379818', 'on some hardware platforms it might turn out that int types work faster than chars types so the selection of the specific type becomes a speed-vs-memory trade-off but once again in many cases when the range of chars is naturally sufficient it might make more sense to use chars instead of int\n')
('chars', 'longer', 'int', '', '19949260', 'auto is one chars longer than int so the lexer definitely has to do more work\n')
('int', 'bigger', 'chars', 'memory', '2804009', 'if you re only dealing with arrays of chars or only dealing with arrays of int it s irrelevant because endianness is a property of int and other types bigger than chars\n')
('chars', 'smaller', 'int', 'memory', '23215701', 'it s wrong because chars is smaller than int\n')
('int', 'smaller', 'chars', 'memory', '13305795', 'if you want to point to more than one int you would need to define an int array which is four times smaller than your chars array - make sure your sizes are correct\n')
('chars', 'smaller', 'int', 'memory', '4221272', 'however an explicit cast is required in your second case where there is potential to lose information since a chars is smaller than an int\n')
('int', 'higher', 'chars', '', '12213172', 'here int is higher datatype and chars is lower datatype.\n')
('int', 'more memory', 'chars', 'memory', '11897487', 'if int is 4 bytes and represents 2 bytes the int consumes more memory than the chars -array so you are not initialising the full int -memory to 0 by setting all chars -variables\n')
('int', 'just terser', 'chars', '', '10636341', 'they are the same they both cast the value to an int one is just terser by four chars\n')
('chars', 'closer', 'int', '', '16866635', 'a chars is closer to an int than to a string\n')
('int', 'faster', 'chars', 'performance', '3483473', 'does a unique index on an int column perform faster than a chars 5\n')
('int', 'much larger', 'chars', 'memory', '4716670', 'the max size of an int is much larger than a chars so your cast may truncate the value\n')
('chars', 'lower precedence', 'int', '', '6646120', 'since chars types have lower precedence than int types the query is basically the same as\n')
('chars', 'strings much longer', 'int', '', '6226905', 'you will get your data faster comparing chars strings is much longer than comparing two int\n')
('chars', 'lower', 'int', '', '11203139', 'value8 is promoted to int assuming the conversion rank of unsigned chars is lower than the conversion rank of int usually the case on most platforms\n')
('int', 'bigger', 'chars', 'memory', '819327', 'int is usually bigger than chars â more suitable for calculations but not so suitable for byte-level manipulation\n')
('int', 'larger', 'chars', 'memory', '6985935', 'the basis being that an int is larger than a chars and as such there is no chance of loss of information in the conversion\n')
('int', 'id only lower', 'chars', '', '1685542', 'it takes a pathname and an arbitrary int id uses only lower 8 bits so a chars is usually used and generates a probably unique key_t\n')
('int', 'larger', 'chars', 'memory', '9650260', 'if you copy int larger than chars like short or long you have to make sure to correct the byte order depending on your cpu architecture\n')
('chars', 'less', 'int', '', '13491968', 'formally they re promoted to int on a usual machine where chars is less than int and then the arithmetic operation is performed\n')
('int', 'more', 'chars', '', '3524652', 'it seems pretty silly that your presumably 16-bit int takes more than twice as many instructions as an 8-bit chars\n')
('int', 'more', 'chars', '', '22905269', 'the second case does the same thing since a signed int is more than capable of holding the full range of unsigned chars values in this implementation\n')
('int', 'bigger', 'chars', 'memory', '12699536', 'since int is bigger than chars an pointer could require less information to indicate what it points to\n')
('int', 'simpler case', 'chars', 'usability', '4837705', 'for or int which sounds a simpler case and chars could have been both implemented as member operators or as non-member free operators\n')
('int', 'larger', 'chars', 'memory', '11430832', 'when you re printing using the default x format the value to be printed is interpreted as being an int much larger than the chars\n')
('chars', 'smaller', 'int', 'memory', '7280126', 'since chars is smaller than int it has to be converted to an int\n')
('chars', 'smaller', 'int', 'memory', '2504224', 'in fact quite a bit of i o depends on eof having a value that couldn t originate from the file which basically translates to a requirement that chars have a range that s smaller than int not just smaller than or equal to as the standard directly requires\n')
('int', 'larger', 'chars', 'memory', '25288506', 'i am guessing that it happens because the size of int is larger than that of chars as such the memory controller the thing which controls memory in c -i don t know the technical term has to move a larger distance\n')
('chars', 'more descriptive', 'int', '', '857530', 'since sql server doesn t support named constants chars is far more descriptive than int when used in stored procedure and views as constants\n')
('int', 'array bigger', 'chars', 'memory', '18888691', 'dr printf uses the stack overwriting some of the space pointed by str but since the int array is bigger in memory than the chars array it is far ahead in the stack and doesn t get overwritten\n')
('int', 'much easier', 'chars', 'usability', '3225877', 'i assume this is because comparison between int is much easier than between chars strings but i was looking for some literature to back this assessment ideally some database structure book\n')
('chars', 'less rank', 'int', '', '24314853', 'it s stated in the standard that unsigned chars has less rank than int and with this the type of the switch condition will be int which further means\n')
('int', 'faster', 'chars', 'performance', '1855222', 'running the same test on linux with gcc similarly pegs int and long as similar and both faster than chars although the difference is less pronounced\n')
('int', 'larger', 'chars', 'memory', '7893217', 'is there memset that accepts int larger than chars\n')
('chars', 'smaller sizes', 'int', 'memory', '11464365', 'update the reason why int doesn t work in oppose to chars and short is because that when both numbers are added there is a possibility of overflow regardless of being int short or chars while not forgetting integral promotion but because short and chars are with smaller sizes than int and because they are promoted to int in expressions they are represented again without truncation in this line\n')
('int', 'more', 'chars', '', '8526430', 'regarding the last portion of your question the number of bits of int is always more than chars so it won t cause a problem\n')
('chars', 'easier', 'int', 'usability', '13112135', 'reading it into a chars buffer makes it easier to access those four bytes in the int\n')
('int', 'faster', 'chars', 'performance', '2682753', 'it s going to be a performance memory trade-off anyway because writing one int is generally faster than three chars separately\n')
('chars', 'smaller', 'int', 'memory', '9874090', 'int and chars are numeric types and chars is guaranteed smaller than int therefore supplying a chars where an int is expected is safe so in a nutshell yes you can do that\n')
('chars', 'substantially less', 'int', '', '8066149', 'chars 1 takes substantially less space than an int\n')
('int', 'smaller', 'chars', 'memory', '3520921', 'for instance on an architecture where the int are 4 bytes and must be 4 byte aligned an int pointer could be two bits smaller than a chars or void pointer\n')
('chars', 'larger', 'int', 'memory', '7885442', 'the real sha1 algorithm uses blocks larger than a single chars and state larger than an int but basically that s how it goes\n')
('int', 'larger', 'chars', 'memory', '1654239', 'as mentioned in other posts senderid and sequencenumber are both of type int which is likely to be larger than chars so these values will be truncated\n')
('chars', 'lower rank', 'int', '', '20390174', 'given 4.13 says chars has lower rank than int this means chars can be converted to int if needed but why is it needed\n')
('int', 'larger', 'chars', 'memory', '2357720', 'i ve always been taught that if an int is larger than a chars you must solve the byte ordering problem\n')
('chars', 'more usable', 'int', '', '964541', 'sometimes chars type is more usable than int - fixed size chars doesn t take much storage room and you can see enumerated values directly in database fields\n')
('int', 'larger domain', 'chars', 'memory', '8348995', 'java will allow you to assign chars s to int s since int has a larger domain than chars\n')
('chars', 'higher address', 'int', '', '14481302', 'we know that chars will have a higher address than the int because once again the standard says so\n')
('int', 'larger', 'chars', 'memory', '16385620', 'is there memset that accepts int larger than chars\n')
('chars', 'smaller', 'int', 'memory', '10628673', 'and size of chars is smaller than size of int\n')
('int', 'better', 'chars', '', '25331417', 'int is better because with chars n you ll be comparing one chars at a time and unless you collate latin1_general_bin then you ll also be doing a transformation when comparing chars\n')
('chars', 'more', 'int', '', '16743859', 'so my guess would be that that chars requires more than 16 bits so it would need to be treated as an int code point\n')
('int', 'less', 'chars', '', '914297', 'plain chars having unspecified signed-ness allows compilers to select whichever representation is more efficient for the target architecture on some architectures zero extends a one-byte value to the size of int requires less operations thus making plain chars unsigned while on others the instruction set makes sign-extending more natural and plain chars gets implements as signed\n')
('chars', 'more possible strings', 'int', '', '16022901', 'with strings of 6 chars you already have more possible strings than int values log 2 32 log 69 5.23\n')
('int', 'faster', 'chars', 'performance', '3483462', 'does a unique index on an int column perform faster than a chars 5\n')
('int', 'larger', 'chars', 'memory', '5095500', 'a narrowing conversion like int to chars if int has a larger range than chars yields some implementation-defined conversion\n')
('int', 'better', 'chars', '', '17218381', 'some suggests storing it in int is better but other suggests tinyint and enum but some others suggests store it in a chars 1 m for male and f for female\n')
('int', 'larger value', 'chars', 'memory', '12213070', 'loss of precision means that int has a larger value and chars is smaller so you can t fit something which is to large for that space\n')
('int', 'more abstract', 'chars', '', '25284847', 'in a certain sense int is a more abstract data type than chars short long or long long as you cannot be sure about the bitwidth\n')
('int', 'form always more reliable', 'chars', 'reliability', '8065072', 'storing data in the int form is always more reliable than the chars or string\n')
('int', 'more', 'chars', '', '25634509', 'if so is there some correlation such as 40 digit double int is 50 more efficient as a uid than using 20 chars string\n')
('int', 'wider', 'chars', '', '8377850', 'while shifting the types are automatically promoted to int which is wider than chars most often\n')
('chars', 'lower', 'int', '', '20721002', '2 chars has a lower rank than int\n')
('chars', 'far more descriptive', 'int', '', '857530', 'since sql server doesn t support named constants chars is far more descriptive than int when used in stored procedure and views as constants\n')
