250

wmv	flv	1
('wmv', 'easier', 'flv', 'usability', '2562', 'i found the production of wmv much better and easier than flv because all windows flv encoders i tried are not really good and stable whereas pretty much every tool can natively output wmv\n')
('nserror', 'much more robust', 'nsexception', 'reliability', '1117426', 'aside from obejctive-c convention and best practices nserror is much more robust and flexibly than nsexception and allows the caller to effectively ignore the problem if they want to\n')

polygons	distance	1
('polygons', 'greater', 'distance', '', '1120009', 'calculate the actual minimum distance and continue through the sorted list until the maximum distance between the polygons is greater than the minimum distance found so far\n')

vbscript	vb6	2
('vbscript', 'much more', 'vb6', '', '1124848', 'vbscript is much more convenient than creating an activex on vb6 or c# vb.net\n')
('vbscript', 'much more convenient', 'vb6', 'usability', '1124848', 'vbscript is much more convenient than creating an activex on vb6 or c# vb.net\n')

memcmp	strcmp	1
('memcmp', 'faster', 'strcmp', 'performance', '1128221', 'if you always keep track of the lengths of your strings you can compare lengths and use memcmp which is faster than strcmp\n')

server-side	client-side	5
('client-side', 'faster', 'server-side', 'performance', '1598764', 'while not really a console skulpt.org runs python code client-side with no plugins or anything which makes it a lot faster than a server-side prompt\n')
('server-side', 'more powerful', 'client-side', 'usability', '1204968', 'my guess is that server-side implementation may turn out to be more flexible and more powerful than client-side as i can add functionality to the server easily as long as the client understands it\n')
('server-side', 'more valuable', 'client-side', '', '1141264', 'not all of the reasons given are necessarily valid but one important one is that unless you re google server-side cpu cycles are a lot more valuable than client-side cycles so it s easier to have the client compile optimize what is quite often dynamically generated html javascript rather than the server\n')
('client-side', 'javascript much more', 'server-side', '', '1322011', 'that said client-side javascript is much more common and if you were using server-side javascript you would probably know the answer to your question\n')
('client-side', 'javascript much more common', 'server-side', '', '1322011', 'that said client-side javascript is much more common and if you were using server-side javascript you would probably know the answer to your question\n')

margin	height	1
('margin', 'greater', 'height', '', '1144224', 'in conjunction with a negative margin equal to or greater than the height of the top and bottom borders if any to further remove the element\n')

sorting	filtering	1
('sorting', 'cheaper', 'filtering', '', '1172381', 'if your author field is selective and sorting is cheaper than filtering\n')

stateful	stateless	1
('stateful', 'more appropriate', 'stateless', '', '1177422', 'do you have any situation where stateful is more appropriate than stateless\n')

mantis	bugzilla	1
('mantis', 'more complete', 'bugzilla', '', '1188910', 'since mantis is a bit more complete than bugzilla when it comes to features you could define separate issues with custom field for your tasks\n')

memmove	memcpy	1
('memmove', 'slower', 'memcpy', 'performance', '1201337', 'this means that memmove might be very slightly slower than memcpy as it cannot make the same assumptions\n')

cobertura	maven	1
('cobertura', 'better', 'maven', '', '1207519', 'i find cobertura and emma to be largely interchangeable in terms of coverage checking just that cobertura has a better maven plugin and emma has a better eclipse plugin in my opinion\n')

firefox	google-chrome	6
('firefox', 'richer', 'google-chrome', '', '2213961', 'i inspected the range object in both google-chrome and firefox and then noticed that firefox s range object is far richer than google-chrome s\n')
('firefox', 'not slower', 'google-chrome', 'performance', '2284148', 'better use google-chrome even thought firefox is not slower than google-chrome for once probably the tracing for the image comparison pays off yay\n')
('google-chrome', 'earlier', 'firefox', '', '1996484', 'i suspect that this may be the case because ie and google-chrome need to know about the content of the div earlier than firefox\n')
('firefox', 'slower', 'google-chrome', 'performance', '2284148', 'better use google-chrome even thought firefox is not slower than google-chrome for once probably the tracing for the image comparison pays off yay\n')
('firefox', 'slower', 'google-chrome', 'performance', '1233693', 'firefox is slower than google-chrome which boats one of the highest javascript engines a modified version of webkit\n')
('google-chrome', 'faster', 'firefox', 'performance', '1238849', 'the trouble is choosing a good value for x since for this particular page google-chrome is so very much faster than firefox which is faster than ie\n')

code128	code39	1
('code128', 'better', 'code39', '', '1243627', 'data density in code128 is better than code39 - since it gets mentioned that often in other replies\n')

seam	jsf	2
('seam', 'certainly far better', 'jsf', '', '1253366', 'seam certainly is far better than using plain jsf refer the link posted by damo a couple of answers above\n')
('seam', 'more general', 'jsf', '', '1252126', 'jsf is a web ui framework whereas seam is a more general web application framework that integrates not just jsf but conversational contexts workflow jbpm and object persistance preferably ejb3\n')

strncpy	strcpy	2
('strncpy', 'safer', 'strcpy', 'security', '1258708', 'strncpy is not safer than strcpy it just trades one type of bugs with another\n')
('strncpy', 'not safer', 'strcpy', 'security', '1258708', 'strncpy is not safer than strcpy it just trades one type of bugs with another\n')

webrick	thin	1
('webrick', 'slower', 'thin', 'performance', '1267852', 'from my experience webrick is slower than mongrel is slower than thin\n')

ienumerable	icollection	1
('ienumerable', 'more generic', 'icollection', '', '1268518', 'secondly i did not use ienumerable because it is more generic than icollection and does not even have simple properties like count\n')

opera	firefox	2
('opera', 'slower', 'firefox', 'performance', '1278273', 'for example i ve read that opera and ie will fix framerates slower than firefox\n')
('firefox', 'even worse', 'opera', '', '1451062', 'the problem with this code is that it doesn t quite work on firefox and works even worse on opera\n')

xhprof	xdebug	1
('xhprof', 'lighter', 'xdebug', 'memory', '1283195', 'thanks mikushi for the comment another possibility that i haven t used much is the the xhprof extension it also helps with profiling can generate callgraphs -- but is lighter than xdebug which mean you should be able to install it on a production server\n')

textblock	richtextbox	1
('textblock', 'simpler', 'richtextbox', 'usability', '1287034', 'good advice but in the end i decided a bindable textblock was more useful and simpler than a richtextbox\n')

ubuntu	debian	1
('ubuntu', 'more resources', 'debian', '', '1316580', 'ubuntu heavily relies on python scripting and generally consumes more resources than debian\n')

mstest	nunit	2
('mstest', 'better', 'nunit', '', '1340207', 'if you have a full version of visual studio 2008 rather than the express edition it integrates the inbuilt mstest much better than nunit does and cruise control also supports mstest\n')
('nunit', 'better', 'mstest', '', '1989900', 'various people told me to go with nunit since it s better than mstest apparently i have no idea and it also has very good support in resharper which i m using\n')

enumerate	xrange	3
('enumerate', 'microscopically faster', 'xrange', 'performance', '1352521', 'if you measure properly you ll see there s essentially no difference enumerate is microscopically faster than xrange in this example but well within noise\n')
('enumerate', 'faster', 'xrange', 'performance', '1352521', 'if you measure properly you ll see there s essentially no difference enumerate is microscopically faster than xrange in this example but well within noise\n')
('enumerate', 'slower', 'xrange', 'performance', '1352497', 'why is enumerate slower than xrange + lst i\n')

wordpress	joomla	1
('wordpress', 'more popular', 'joomla', 'usability', '1361077', 'i seem to be getting the impression that wordpress is more popular than joomla nowadays\n')

uiview	subviews	1
('uiview', 'smaller frame', 'subviews', 'memory', '1361527', 'i want to add a uiview of smaller frame as subviews to parental view but i am not getting the needed\n')

execute	prepare	1
('execute', 'statement', 'prepare', '', '1363067', 'any execute statement becomes prepare sooner or later it need to be parsed optimized compiled and then execute\n')

http.sys	httplistener	1
('http.sys', 'more customizable', 'httplistener', '', '1374448', 'and also don t forget - http.sys much more customizable than httplistener\n')

objectdatasource	sqldatasource	2
('objectdatasource', 'also more efficient', 'sqldatasource', 'performance', '1423595', 'objectdatasource also allows for more efficient paging than a simple sqldatasource i m assuming that s what you re using\n')
('objectdatasource', 'also more', 'sqldatasource', '', '1423595', 'objectdatasource also allows for more efficient paging than a simple sqldatasource i m assuming that s what you re using\n')

wav	mp3	2
('wav', 'file much easier', 'mp3', 'usability', '1427191', 'either way applying gain and or attenuation to time-domain sample data as in a wav file is much easier than trying to apply these effects to frequency-domain data as in an mp3 file\n')
('wav', 'better', 'mp3', '', '1628241', 'if you ask if a uncompressed wav which contains pcm data is better than mp3 then yes but the question sometimes is how much this better really matters to the human ear and how much postprocessing you have to perform on that data\n')

128bit	64bit	2
('128bit', 'larger', '64bit', 'memory', '1433909', 'i ll just add that if the 128bit number is prime or has a prime factor larger than 64bit then there will be no solution to your problem\n')
('128bit', 'larger', '64bit', 'memory', '1434405', 'and i ll just add to previous comment if 128bit number has prime factor larger than 64bit then it certainly has a factor less than 64bit\n')

udp	mtu	2
('udp', 'bigger', 'mtu', 'memory', '1436154', 'they are easily generated for udp simply by making the datagram bigger than the mtu\n')
('udp', 'larger', 'mtu', 'memory', '1436197', 'if you send a udp datagram larger than the mtu it will be fragmented\n')

uitableview	uipickerview	3
('uitableview', 'much more', 'uipickerview', '', '1440450', 'uitableview is much more customizable than uipickerview\n')
('uitableview', 'much more customizable', 'uipickerview', '', '1440450', 'uitableview is much more customizable than uipickerview\n')
('uitableview', 'more customizable', 'uipickerview', '', '1440450', 'uitableview is much more customizable than uipickerview\n')

antialiasing	transparent	1
('antialiasing', 'much better', 'transparent', '', '1445339', 'and it seems working fine antialiasing is much better however this beats the idea of a transparent background in the process\n')

textscan	fread	1
('textscan', 'more powerful', 'fread', 'usability', '1457281', 'then for reading i find textscan to be more powerful than fread fscanf the differences between them all are summarized here\n')

salt	md5	1
('salt', 'more fancy', 'md5', '', '1459923', 'decode the passwords yourself and re-encode them with a salt i recommend something a little more fancy than md5\n')

fsunit	xunit.net	1
('fsunit', 'more natural oo', 'xunit.net', '', '1468941', 'i d rather use fsunit or fstest to write tests in f# it feels more natural than oo xunit.net style tests\n')

lxml	elementtree	1
('lxml', 'better', 'elementtree', '', '1563301', 'lxml -- 100x better than elementtree\n')

put	post	2
('put', 'more secure http', 'post', '', '1577549', 'http put isn t inherently any more secure than http post if you re allowing the uploaded files to be exceuted on your server\n')
('put', 'moreso', 'post', '', '2023144', 'put is designed for file uploads moreso than post which requires doing a multipart upload but then it comes down to what your server can do as to which is more convenient for you to implement\n')

caf	wav	1
('caf', 'better', 'wav', '', '1618687', '2 caf seems a little better than wav but not much\n')

webstorm	aptana	1
('webstorm', 'better', 'aptana', '', '1627531', 'if you re focussing on pure client code then i find webstorm to be an excellent javascript html ide - even better than aptana\n')

monodevelop	sharpdevelop	1
('monodevelop', 'better', 'sharpdevelop', '', '1640244', 'i like the monodevelop ide even better than sharpdevelop but i m not sold on installing and using mono s compiler just yet nor do i know if it can even handle the latest vb.net c# language features\n')

bazaar	svn	1
('bazaar', 'much more', 'svn', '', '1645672', 'bazaar seems much more like svn with branches just being separate directories so maybe not\n')

ironpython	ironruby	3
('ironpython', 'much more', 'ironruby', '', '1670651', 'however as things stand right now ironpython is much more mature and has much better performance than ironruby so you may prefer to use that\n')
('ironpython', 'better performance', 'ironruby', 'performance', '1670651', 'however as things stand right now ironpython is much more mature and has much better performance than ironruby so you may prefer to use that\n')
('ironpython', 'much more mature', 'ironruby', '', '1670651', 'however as things stand right now ironpython is much more mature and has much better performance than ironruby so you may prefer to use that\n')

min	max	6
('min', 'value greater', 'max', '', '1702833', 'in addition i noticed that you also have a possible exceptional scenario for your full constructor when the min value is greater than the max value\n')
('min', 'greater', 'max', '', '1702833', 'in addition i noticed that you also have a possible exceptional scenario for your full constructor when the min value is greater than the max value\n')
('max', 'larger', 'min', 'memory', '2205247', 'it s interesting that this works since the documentation states that max must be larger than min but it looks like -1 is treated more like an empty or null value\n')
('max', 'greater', 'min', '', '2258513', 'you might want to ensure that max is greater than min\n')
('max', 'greater', 'min', '', '2133147', 'i d just make two properties min max assign them the value of the first item you add to the array then each time you add a new item just check if its datetime is less or greater than the min max ones\n')
('min', 'bigger', 'max', 'memory', '2185953', '2 also i notice that the inverse of the maximum value of a double precision type is bigger than its min value and inverse of its min value is inf way bigger than its max value\n')

kohana	codeigniter	1
('kohana', 'less bloated', 'codeigniter', '', '1710652', 'but if codeigniter has a bit too much bloat for you maybe you can try kohana which is a bit less bloated than codeigniter started as a fork\n')

tcp	arp	2
('tcp', 'message shorter', 'arp', '', '1716751', 'it would appear from your question that the period of the tcp message is shorter than the arp refresh time\n')
('tcp', 'shorter', 'arp', '', '1716751', 'it would appear from your question that the period of the tcp message is shorter than the arp refresh time\n')

ceil	floor	1
('ceil', 'greater', 'floor', '', '1719752', 'the floor times the ceil are greater than the floor xy...that s very much possible\n')

tinyint	boolean	1
('tinyint', 'more space', 'boolean', 'memory', '1731950', 'does tinyint in mysql take up more space than boolean\n')

gtk	cairo	1
('gtk', 'more common', 'cairo', '', '1734609', 'with gtk it s more common to use cairo already mentioned by jeff foster\n')

hmac	hash	1
('hmac', 'better', 'hash', '', '1757465', 'hmac is better than a plain hash because it is not vulnerable to hash length extension attacks\n')

rational-numbers	zero	1
('rational-numbers', 'greater', 'zero', '', '1780489', 'is there any way in haskell to get the constant that is the largest and smallest possible positive rational-numbers greater than zero that can be represented by doubles\n')

greenplum	postgresql	1
('greenplum', 'better', 'postgresql', '', '1792370', 'greenplum and other similar solutions should work a bit better than postgresql depending on your data sets and use cases\n')

distinct	union	1
('distinct', 'slower', 'union', 'performance', '1804853', 'keep in mind that union will return a distinct list - duplicates will be removed but it will perform slower than using union all which will not remove duplicates\n')

memcached	apc	4
('apc', 'faster', 'memcached', 'performance', '1825484', 'a quick googling says that apc is 5 times faster than memcached\n')
('apc', 'less feature', 'memcached', 'usability', '1825484', 'apc have less feature than memcached and is easly to use and optimize but this depends on your needs\n')
('memcached', 'slower', 'apc', 'performance', '1808814', 'memcached around 4-5 times slower than apc but run as a single process that can be touched everywhere in my environment\n')
('apc', 'faster', 'memcached', 'performance', '1825484', 'my experience say that apc is nearly 7-8 times faster than memcached\n')

scite	notepad++	1
('scite', 'more lightweight', 'notepad++', 'memory', '1838114', 'by the way if you like minimalistic approach there is also scite editor which is my personal preference for doing small bits of code it s even more lightweight than notepad++\n')

textpad	notepad	1
('textpad', 'more advanced', 'notepad', '', '1860622', 'as it happens my choice is textpad but just about anything which is more advanced than notepad ought to be able to do this\n')

boxlayout	gridbaglayout	2
('boxlayout', 'far easier', 'gridbaglayout', 'usability', '1905090', 'boxlayout is far easier than gridbaglayout because you don t have to learn how to specify constraints\n')
('boxlayout', 'easier', 'gridbaglayout', 'usability', '1905090', 'boxlayout is far easier than gridbaglayout because you don t have to learn how to specify constraints\n')

xslt	xquery	2
('xquery', 'more strongly', 'xslt', '', '1908876', 'unless you are using the static typing feature xquery is no more strongly typed than xslt\n')
('xslt', 'better', 'xquery', '', '1907942', 'as for whether to use xslt or xquery the proof is in the pudding xslt is better at transforms and xquery is better at queries\n')

malloc	free	1
('malloc', 'bigger', 'free', 'memory', '1920516', 'here is a solution which encapsulates the call to malloc allocates a bigger buffer for alignment purpose and stores the original allocated address just before the aligned buffer for a later call to free\n')

subreports	ireport	1
('subreports', 'better', 'ireport', '', '1936127', 'if your report is complicated and have many subreports and subdatasets its better to go this approach since ireport will make it quicker and easier for you to design and maintain later\n')

switching	screens	1
('switching', 'bigger', 'screens', 'memory', '1959842', 'when the switching gets bigger than a couple of screens full split it into functions that handle each state using a state table to look up the function directly\n')

nvidia	ati	1
('nvidia', 'more flexible', 'ati', 'usability', '1962928', '4 is nvidia cuda technology is easier more flexible than ati brook+ language\n')

strcpy	strdup	1
('strcpy', 'nicer', 'strdup', '', '1969127', 'in general it is nicer in c to have the caller allocate memory not the callee - hence why strcpy is a nicer function in my opinion than strdup\n')

range	minimum	1
('range', 'smaller', 'minimum', 'memory', '1990334', 'a range is contiguous when there is no value one smaller than the minimum and no value one bigger than the maximum and there is no gap within the range\n')

spsite	spweb	2
('spsite', 'longer url', 'spweb', '', '2000182', 'since spsite takes a longer url you may also be able to open the right spweb as well using site.openweb\n')
('spsite', 'longer', 'spweb', '', '2000182', 'since spsite takes a longer url you may also be able to open the right spweb as well using site.openweb\n')

config	ini	1
('config', 'faster', 'ini', 'performance', '2015715', 'since json can store arrays i can create quite complex config with it and it parses faster than ini files\n')

range	max	1
('range', 'larger', 'max', 'memory', '2022693', 'basically if you know that your events are never larger than a given duration you can search for a bounded range that s larger than the max duration then add restrictions to get rid of the extra stuff that matched\n')

stripes	struts	2
('stripes', 'better', 'struts', '', '2051851', 'stripes the actionbean approach doesn t look much better than struts\n')
('stripes', 'more lightweight', 'struts', 'memory', '2085070', 'i ve found stripes to be really effective and surprisingly lightweight....it aims to be more lightweight than struts\n')

gedit	komodo	1
('gedit', 'quicker', 'komodo', '', '2066036', 'when i m in a hurry i use gedit purely because it is quicker than komodo edit\n')

calloc	malloc	1
('calloc', 'longer', 'malloc', '', '2076025', 'calloc does take longer than malloc because it has to zero out all the memory you asked for before giving it to you\n')

nunit	mbunit	1
('nunit', 'more widespread', 'mbunit', '', '2089364', 'nunit is more widespread mbunit has the most features but mstest has more manpower behind it\n')

mod-alias	mod-rewrite	1
('mod-alias', 'faster', 'mod-rewrite', 'performance', '2096899', 'evidently though mod-alias can be somewhat faster than mod-rewrite all other things being equal of course\n')

floating-point	fractions	2
('floating-point', 'values more', 'fractions', '', '2132643', 'and using floating-point values is more realistic - you need fractions values because when you rotate something the new coordinates will nearly always be non integral\n')
('floating-point', 'values more realistic', 'fractions', '', '2132643', 'and using floating-point values is more realistic - you need fractions values because when you rotate something the new coordinates will nearly always be non integral\n')

webclient	httpwebrequest	2
('webclient', 'much simpler', 'httpwebrequest', 'usability', '2152421', 'you can also use webclient which is much simpler than httpwebrequest but in order to set a cookiecontainer you ll need to derive from webclient and override the protected getwebrequest method\n')
('webclient', 'simpler', 'httpwebrequest', 'usability', '2152421', 'you can also use webclient which is much simpler than httpwebrequest but in order to set a cookiecontainer you ll need to derive from webclient and override the protected getwebrequest method\n')

mouseenter	mouseover	1
('mouseenter', 'better choice', 'mouseover', '', '2157980', 'the mouseenter event is usually a better choice than mouseover\n')

fadein	fadeout	1
('fadein', 'longer', 'fadeout', '', '2165425', 'more detail set the amount of time the animation will take for fadeout and use a delay for the fadein animation that is longer than the fadeout animation time\n')

websphere	ibm	1
('websphere', 'newer libraries', 'ibm', '', '2183918', 'other solution is to upgrade websphere with newer libraries as per ibm websphere upgrade service instructions\n')

saaj	jax-ws	1
('saaj', 'lower level', 'jax-ws', '', '2205637', 'one could use saaj soap with attachments api for java which runs at a lower level than jax-ws\n')

jruby	mri	1
('jruby', 'heavier', 'mri', '', '2224831', 'the jruby runtime alone is already pretty heavy much heavier than mri\n')

zen-cart	magento	1
('zen-cart', 'simpler', 'magento', 'usability', '2225598', 'alternatively zen-cart looks simpler than magento but without some of the flexibility\n')

strtol	atoi	1
('strtol', 'much better', 'atoi', '', '2238063', 'the c function strtol is much better make it a habit to prefer that one to atoi\n')

glfw	glut	1
('glfw', 'much closer', 'glut', '', '2254966', 'between these glfw is much closer to glut in character -- a small toolkit for abstracting away most of the os-dependent parts so you can produce opengl programs with relatively little hassle\n')

uppercase	tolower	1
('uppercase', 'comparison more', 'tolower', '', '2256479', 'further uppercase comparison is more optimized than tolower if that tiny degree of performance matters\n')

daemons	systemd	1
('daemons', 'safer', 'systemd', 'security', '2277474', 'use daemons mode and then simply touching the wsgi script file when an atomic set of changes have been completed isn t that hard and certainly safer than a systemd which restarts arbitrarily when it detects any single change\n')

openpgp	x509	1
('openpgp', 'simpler', 'x509', 'usability', '2282055', 'openpgp is simpler than x509 but more limited especially if you wish to have a strong legal meaning behind the certificates\n')

tcpdf	fpdf	1
('tcpdf', 'slower', 'fpdf', 'performance', '2285314', 'if anyone has some information on this problem i d really appreciate it - either things you did to make tcpdf faster or just confirmation that it runs slower than fpdf so i can forget about it and just stick with fpdf\n')

openrasta	wcf	2
('openrasta', 'simpler', 'wcf', 'usability', '2288413', 'building restful services with openrasta is much simpler than with wcf in my experience\n')
('openrasta', 'much simpler', 'wcf', 'usability', '2288413', 'building restful services with openrasta is much simpler than with wcf in my experience\n')

icmp	udp	1
('icmp', 'slower', 'udp', 'performance', '2290931', 'an icmp packet has a header that is 20 bytes and is probably going to be slightly slower than udp\n')

opera	google-chrome	1
('opera', 'longer', 'google-chrome', '', '2294832', 'also nice to know is the fact that the latest version of google-chrome and also opera don t know since when but longer than google-chrome supports userscripts out of the box no need to install any add-ons\n')

